epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Br_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Br_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       742, 11338.304, 0.000313,       0.00016934,       4.6812e-07,         0.016934,       0.0152,      0.00953,      0.00707,      0.00759,      0.00985,     0.000545,       0.00021075,       3.7597e-08,         0.021075,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000146
       743, 11353.546, 0.000313,       0.00016868,       4.4908e-07,         0.016869,       0.0152,      0.00951,      0.00705,      0.00756,      0.00982,     0.000534,       0.00021062,       3.5219e-08,         0.021062,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000142
       744, 11368.818, 0.000313,       0.00016905,       8.2655e-07,         0.016906,       0.0152,      0.00952,      0.00705,      0.00755,      0.00983,     0.000725,       0.00021049,       2.6979e-08,         0.021049,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000138
       745, 11384.064, 0.000313,       0.00016886,       4.7991e-07,         0.016886,       0.0152,      0.00954,        0.007,      0.00754,      0.00982,     0.000551,       0.00021055,        4.023e-08,         0.021055,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000146
       746, 11399.342, 0.000313,       0.00016873,       2.9341e-07,         0.016873,       0.0152,      0.00952,      0.00702,      0.00757,      0.00982,     0.000432,       0.00021038,       2.9027e-08,         0.021038,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000138
       747, 11414.604, 0.000313,       0.00016898,       2.9817e-07,         0.016898,       0.0152,      0.00952,      0.00706,      0.00759,      0.00983,     0.000435,       0.00021045,        2.646e-08,         0.021045,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000137
       748, 11429.997, 0.000313,       0.00017029,       2.4478e-07,         0.017029,       0.0153,      0.00958,      0.00704,      0.00758,      0.00986,     0.000395,       0.00021059,        3.399e-08,         0.021059,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000134
       749, 11445.232, 0.000313,        0.0001692,       3.9845e-07,          0.01692,       0.0152,      0.00952,      0.00704,      0.00758,      0.00983,     0.000501,       0.00021049,       2.9126e-08,         0.021049,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000135
       750, 11460.516, 0.000313,       0.00016846,       3.1816e-07,         0.016846,       0.0152,      0.00951,        0.007,      0.00757,      0.00981,     0.000449,       0.00021064,       3.3262e-08,         0.021064,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000141
       751, 11475.770, 0.000313,       0.00016954,       2.9421e-07,         0.016955,       0.0152,      0.00952,      0.00707,       0.0076,      0.00985,     0.000432,       0.00021034,       2.4642e-08,         0.021034,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000133
       752, 11491.067, 0.000313,       0.00016912,       4.5309e-07,         0.016912,       0.0152,      0.00951,      0.00708,      0.00758,      0.00984,     0.000535,       0.00021036,       2.9646e-08,         0.021036,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000143
       753, 11506.295, 0.000313,       0.00016919,       4.5911e-07,         0.016919,       0.0152,      0.00953,      0.00704,      0.00758,      0.00983,      0.00054,       0.00021061,       3.3372e-08,         0.021061,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000152
       754, 11521.594, 0.000313,       0.00016862,       4.3603e-07,         0.016863,       0.0152,      0.00951,        0.007,      0.00759,      0.00982,     0.000519,       0.00021045,       3.9065e-08,         0.021045,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000136
       755, 11536.884, 0.000313,        0.0001684,       2.7383e-07,          0.01684,       0.0152,      0.00951,      0.00702,      0.00757,      0.00982,     0.000415,       0.00021046,       3.5299e-08,         0.021046,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,      0.00014
       756, 11552.139, 0.000313,       0.00016856,       4.4142e-07,         0.016857,       0.0152,      0.00951,      0.00704,      0.00754,      0.00982,     0.000529,       0.00021028,       3.9205e-08,         0.021028,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,      0.00018
       757, 11567.389, 0.000313,       0.00016885,       3.7918e-07,         0.016885,       0.0152,      0.00953,      0.00704,      0.00755,      0.00983,     0.000491,        0.0002102,       2.9676e-08,          0.02102,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000137
       758, 11582.653, 0.000313,       0.00016829,       4.7717e-07,          0.01683,       0.0152,      0.00951,      0.00702,      0.00752,      0.00981,      0.00055,       0.00021013,       2.9172e-08,         0.021013,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000134
       759, 11597.950, 0.000313,       0.00016848,       4.8877e-07,         0.016849,       0.0152,       0.0095,      0.00702,      0.00759,      0.00982,     0.000558,          0.00021,       4.4202e-08,            0.021,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000145
       760, 11613.212, 0.000313,       0.00016799,       6.2454e-07,           0.0168,       0.0152,      0.00951,      0.00702,      0.00752,       0.0098,      0.00063,       0.00021025,       3.2345e-08,         0.021025,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000136
       761, 11628.470, 0.000313,       0.00016809,        2.304e-07,          0.01681,       0.0151,      0.00952,      0.00703,      0.00751,       0.0098,     0.000381,       0.00021007,       4.0207e-08,         0.021007,       0.0159,      0.00974,       0.0106,       0.0105,       0.0117,     0.000146
       762, 11643.751, 0.000313,       0.00016851,       2.5737e-07,         0.016851,       0.0152,      0.00951,      0.00702,      0.00755,      0.00981,     0.000404,       0.00020998,       2.8832e-08,         0.020998,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000146
       763, 11659.009, 0.000313,       0.00016843,       2.9428e-07,         0.016844,       0.0152,       0.0095,      0.00703,      0.00753,      0.00981,     0.000433,        0.0002101,       3.1576e-08,          0.02101,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000139
       764, 11674.264, 0.000313,       0.00016799,       2.3332e-07,         0.016799,       0.0152,       0.0095,      0.00699,       0.0075,      0.00979,     0.000373,       0.00021007,       2.8678e-08,         0.021007,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000135
       765, 11689.503, 0.000313,       0.00016833,       2.8049e-07,         0.016833,       0.0152,      0.00951,      0.00704,      0.00752,      0.00981,     0.000423,       0.00020988,        3.805e-08,         0.020988,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000141
       766, 11704.782, 0.000313,       0.00016856,       3.2835e-07,         0.016857,       0.0152,       0.0095,      0.00706,      0.00754,      0.00982,     0.000457,       0.00020996,       2.9666e-08,         0.020996,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000134
       767, 11720.025, 0.000313,       0.00016836,       3.4213e-07,         0.016836,       0.0152,      0.00949,      0.00706,      0.00754,      0.00981,     0.000466,       0.00020996,       3.9088e-08,         0.020996,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000137
       768, 11735.281, 0.000313,       0.00016838,       3.6415e-07,         0.016838,       0.0152,       0.0095,      0.00701,      0.00757,      0.00981,     0.000481,       0.00020995,       2.7032e-08,         0.020995,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000132
       769, 11750.531, 0.000313,       0.00016877,       3.4277e-07,         0.016877,       0.0152,      0.00952,      0.00704,      0.00755,      0.00982,     0.000466,          0.00021,       2.9268e-08,            0.021,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000134
       770, 11765.821, 0.000313,       0.00016816,       3.1942e-07,         0.016816,       0.0152,      0.00951,      0.00701,      0.00755,       0.0098,     0.000451,       0.00020998,       3.1056e-08,         0.020998,       0.0159,      0.00973,       0.0106,       0.0105,       0.0117,     0.000135
       771, 11781.083, 0.000313,       0.00016873,       2.8981e-07,         0.016874,       0.0152,      0.00951,      0.00704,      0.00757,      0.00982,     0.000427,       0.00020979,       2.7986e-08,         0.020979,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000143
       772, 11796.379, 0.000313,       0.00016782,       6.2851e-07,         0.016783,       0.0151,      0.00948,      0.00702,      0.00755,       0.0098,      0.00063,       0.00020986,       3.6894e-08,         0.020986,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000141
       773, 11811.643, 0.000313,        0.0001683,        4.484e-07,          0.01683,       0.0152,       0.0095,      0.00703,      0.00754,      0.00981,     0.000532,       0.00020968,       4.0458e-08,         0.020968,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000138
       774, 11827.089, 0.000313,       0.00016804,       2.9193e-07,         0.016804,       0.0151,      0.00949,        0.007,      0.00755,       0.0098,     0.000431,        0.0002097,       3.2385e-08,          0.02097,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000139
       775, 11842.331, 0.000313,       0.00016797,       3.5673e-07,         0.016797,       0.0151,      0.00948,      0.00701,      0.00754,      0.00979,     0.000476,       0.00020991,        4.217e-08,         0.020991,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,      0.00015
       776, 11857.602, 0.000313,       0.00016872,       2.6604e-07,         0.016872,       0.0152,      0.00951,      0.00703,      0.00758,      0.00982,     0.000411,       0.00020995,       3.4402e-08,         0.020995,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000129
       777, 11872.877, 0.000313,       0.00016842,       4.5594e-07,         0.016842,       0.0152,       0.0095,      0.00701,      0.00753,      0.00981,     0.000538,       0.00020968,       2.7922e-08,         0.020968,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000128
       778, 11888.157, 0.000313,       0.00016875,        3.095e-07,         0.016876,       0.0152,      0.00951,        0.007,      0.00758,      0.00982,     0.000444,       0.00020949,       2.7587e-08,         0.020949,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000133
       779, 11903.416, 0.000313,       0.00016976,       2.2649e-07,         0.016976,       0.0152,      0.00952,      0.00705,      0.00766,      0.00986,     0.000379,       0.00020954,       2.3792e-08,         0.020954,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000133
       780, 11918.698, 0.000313,       0.00016891,       7.6165e-07,         0.016892,       0.0152,      0.00952,      0.00703,      0.00757,      0.00983,     0.000695,       0.00020953,       3.8198e-08,         0.020953,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,      0.00014
       781, 11933.936, 0.000313,       0.00016734,       3.2883e-07,         0.016735,       0.0151,      0.00948,      0.00699,      0.00749,      0.00978,     0.000457,       0.00020958,       3.2876e-08,         0.020959,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000159
       782, 11949.200, 0.000313,       0.00016793,       6.5958e-07,         0.016794,       0.0152,       0.0095,      0.00701,      0.00752,       0.0098,     0.000648,       0.00020943,       3.3426e-08,         0.020944,       0.0159,      0.00972,       0.0106,       0.0105,       0.0117,     0.000136
