epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
        93, 1743.760,     0.01,          0.00071,        1.377e-05,         0.071014,       0.0285,       0.0207,       0.0174,       0.0184,       0.0212,      0.00302,       0.00055604,       9.9608e-08,         0.055605,       0.0244,       0.0177,       0.0171,       0.0174,       0.0191,     0.000261
        94, 1762.358,     0.01,       0.00076318,       1.3984e-05,         0.076332,       0.0294,       0.0214,       0.0179,       0.0195,        0.022,      0.00304,       0.00055249,       5.2167e-07,         0.055249,       0.0244,       0.0176,       0.0171,       0.0174,       0.0191,     0.000589
        95, 1780.923,     0.01,        0.0007566,       1.9456e-05,          0.07568,       0.0296,       0.0214,        0.018,       0.0187,       0.0219,      0.00359,       0.00054779,        5.283e-07,         0.054779,       0.0243,       0.0175,       0.0169,       0.0173,        0.019,     0.000589
        96, 1799.513,     0.01,       0.00075008,       1.7602e-05,         0.075025,       0.0291,       0.0213,       0.0175,       0.0194,       0.0218,      0.00341,       0.00054456,       3.9158e-07,         0.054456,       0.0242,       0.0175,       0.0169,       0.0172,       0.0189,     0.000509
        97, 1818.141,     0.01,       0.00079214,       1.4204e-05,         0.079228,       0.0303,       0.0218,       0.0178,       0.0197,       0.0224,      0.00306,       0.00054085,        6.152e-07,         0.054085,       0.0241,       0.0174,       0.0169,       0.0171,       0.0189,     0.000642
        98, 1836.734,     0.01,       0.00071967,       2.6142e-05,         0.071994,       0.0291,       0.0209,        0.017,       0.0183,       0.0213,      0.00416,       0.00053717,        4.418e-07,         0.053718,       0.0241,       0.0174,       0.0168,        0.017,       0.0188,     0.000547
        99, 1855.296,     0.01,       0.00071258,       1.8721e-05,         0.071277,       0.0276,       0.0202,        0.018,       0.0198,       0.0214,      0.00352,       0.00053377,       4.9428e-07,         0.053377,        0.024,       0.0173,       0.0167,        0.017,       0.0187,     0.000575
       100, 1873.871,     0.01,       0.00074223,       8.1305e-06,         0.074231,       0.0292,       0.0211,       0.0175,        0.019,       0.0217,      0.00232,       0.00052987,       2.5022e-07,         0.052987,       0.0239,       0.0172,       0.0166,       0.0169,       0.0187,      0.00041
       101, 1892.472,     0.01,       0.00070265,       1.5204e-05,          0.07028,       0.0286,       0.0207,       0.0171,        0.018,       0.0211,      0.00317,       0.00052439,       3.8159e-07,          0.05244,       0.0238,       0.0172,       0.0165,       0.0168,       0.0186,     0.000502
       102, 1911.109,     0.01,       0.00069093,       2.1884e-05,         0.069115,       0.0283,       0.0203,       0.0169,       0.0182,       0.0209,      0.00381,        0.0005198,       4.7558e-07,          0.05198,       0.0237,       0.0171,       0.0165,       0.0167,       0.0185,     0.000563
       103, 1929.707,     0.01,       0.00066346,       1.4662e-05,         0.066361,       0.0276,         0.02,       0.0168,       0.0176,       0.0205,      0.00312,       0.00051536,       2.7249e-07,         0.051537,       0.0236,        0.017,       0.0164,       0.0167,       0.0184,     0.000428
       104, 1948.285,     0.01,       0.00069869,       1.2465e-05,         0.069882,       0.0288,       0.0207,       0.0168,       0.0175,        0.021,      0.00287,       0.00051194,       5.2613e-07,         0.051194,       0.0235,       0.0169,       0.0163,       0.0166,       0.0183,     0.000593
       105, 1966.910,     0.01,       0.00065429,       1.2399e-05,         0.065442,       0.0275,       0.0197,       0.0168,       0.0174,       0.0204,      0.00287,       0.00050705,       2.4906e-07,         0.050705,       0.0234,       0.0168,       0.0163,       0.0165,       0.0182,     0.000409
       106, 1985.522,     0.01,       0.00070883,       1.0971e-05,         0.070894,       0.0287,       0.0208,       0.0169,       0.0184,       0.0212,      0.00269,       0.00050423,       2.9718e-07,         0.050424,       0.0234,       0.0168,       0.0162,       0.0164,       0.0182,     0.000447
       107, 2004.136,     0.01,       0.00071091,       1.9946e-05,         0.071111,       0.0282,       0.0209,       0.0177,       0.0184,       0.0213,      0.00364,        0.0005021,       3.2006e-07,          0.05021,       0.0233,       0.0167,       0.0162,       0.0164,       0.0182,     0.000463
       108, 2022.739,     0.01,       0.00068923,       1.2533e-05,         0.068935,       0.0282,       0.0204,        0.017,        0.018,       0.0209,      0.00288,       0.00049855,       1.3209e-07,         0.049855,       0.0233,       0.0167,       0.0161,       0.0163,       0.0181,     0.000301
       109, 2041.340,     0.01,        0.0006457,       1.3757e-05,         0.064583,       0.0267,       0.0193,        0.017,       0.0183,       0.0203,      0.00302,       0.00049541,       3.2246e-07,         0.049542,       0.0232,       0.0166,       0.0161,       0.0163,       0.0181,     0.000468
       110, 2059.970,     0.01,       0.00066412,       1.9121e-05,         0.066431,       0.0277,       0.0201,       0.0166,       0.0177,       0.0205,      0.00356,       0.00049195,       1.9703e-07,         0.049195,       0.0231,       0.0166,        0.016,       0.0163,        0.018,     0.000366
       111, 2078.549,     0.01,       0.00070342,       1.5051e-05,         0.070357,        0.029,       0.0209,       0.0165,       0.0178,        0.021,      0.00316,       0.00048819,       2.2168e-07,         0.048819,        0.023,       0.0165,       0.0159,       0.0162,       0.0179,      0.00039
       112, 2097.174,     0.01,       0.00061023,       1.6938e-05,          0.06104,       0.0268,       0.0193,       0.0158,       0.0167,       0.0196,      0.00335,       0.00048414,       1.0624e-07,         0.048415,       0.0229,       0.0164,       0.0159,       0.0161,       0.0178,      0.00027
       113, 2115.803,     0.01,       0.00064999,       1.4597e-05,         0.065013,       0.0268,       0.0194,       0.0168,       0.0185,       0.0204,      0.00311,       0.00048294,       2.3377e-07,         0.048295,       0.0229,       0.0164,       0.0159,       0.0161,       0.0178,     0.000396
       114, 2134.382,     0.01,       0.00067796,        9.811e-06,         0.067806,       0.0279,         0.02,       0.0169,       0.0182,       0.0207,      0.00253,       0.00047939,       2.9273e-07,         0.047939,       0.0228,       0.0164,       0.0157,        0.016,       0.0177,     0.000441
       115, 2153.004,     0.01,       0.00070004,         1.25e-05,         0.070017,       0.0285,       0.0209,       0.0169,       0.0179,        0.021,      0.00288,       0.00047668,       1.6568e-07,         0.047668,       0.0228,       0.0163,       0.0157,        0.016,       0.0177,     0.000336
       116, 2171.581,     0.01,       0.00060475,        1.378e-05,         0.060489,       0.0263,       0.0194,        0.016,       0.0166,       0.0196,      0.00302,       0.00047238,       4.0087e-07,         0.047238,       0.0227,       0.0162,       0.0157,       0.0158,       0.0176,     0.000519
       117, 2190.151,     0.01,       0.00065052,       1.8362e-05,         0.065071,       0.0279,       0.0201,       0.0158,       0.0169,       0.0202,      0.00349,       0.00047048,       3.1993e-07,         0.047048,       0.0226,       0.0162,       0.0156,       0.0159,       0.0176,     0.000465
       118, 2208.778,     0.01,       0.00063589,        1.301e-05,         0.063602,       0.0276,       0.0201,       0.0154,       0.0168,         0.02,      0.00294,       0.00046632,       1.8562e-07,         0.046632,       0.0225,       0.0161,       0.0155,       0.0158,       0.0175,     0.000354
       119, 2227.395,     0.01,       0.00063096,       1.0963e-05,         0.063107,       0.0271,       0.0195,       0.0159,       0.0173,         0.02,       0.0027,       0.00046345,       3.1615e-07,         0.046346,       0.0225,       0.0161,       0.0155,       0.0157,       0.0174,     0.000459
       120, 2245.981,     0.01,       0.00069378,        1.818e-05,         0.069396,       0.0286,       0.0208,       0.0162,        0.018,       0.0209,      0.00345,       0.00046119,       6.8673e-07,         0.046119,       0.0224,        0.016,       0.0155,       0.0156,       0.0174,     0.000675
       121, 2264.569,     0.01,       0.00060491,       1.7953e-05,         0.060509,       0.0261,       0.0192,       0.0159,       0.0172,       0.0196,      0.00344,        0.0004599,        3.775e-07,          0.04599,       0.0224,        0.016,       0.0155,       0.0156,       0.0174,     0.000504
       122, 2283.155,     0.01,       0.00056853,       1.1561e-05,         0.056864,       0.0258,       0.0183,       0.0153,       0.0165,        0.019,      0.00276,       0.00045577,       6.4787e-08,         0.045577,       0.0223,       0.0159,       0.0154,       0.0156,       0.0173,     0.000214
       123, 2301.780,     0.01,       0.00062268,       1.4121e-05,         0.062282,       0.0269,       0.0196,       0.0156,       0.0172,       0.0198,      0.00305,       0.00045227,        2.787e-07,         0.045227,       0.0222,       0.0159,       0.0153,       0.0155,       0.0172,     0.000428
       124, 2320.416,     0.01,       0.00064032,        1.615e-05,         0.064048,       0.0279,         0.02,       0.0154,       0.0167,         0.02,      0.00327,       0.00045058,       5.1331e-08,         0.045058,       0.0222,       0.0158,       0.0152,       0.0154,       0.0172,     0.000196
       125, 2339.005,     0.01,       0.00064998,       2.8449e-05,         0.065027,       0.0277,       0.0199,       0.0162,       0.0173,       0.0202,      0.00434,       0.00045026,       6.8078e-07,         0.045027,       0.0222,       0.0158,       0.0153,       0.0154,       0.0172,     0.000668
       126, 2357.613,     0.01,       0.00055698,       1.1748e-05,         0.055709,       0.0251,       0.0179,       0.0154,       0.0169,       0.0188,      0.00278,       0.00044686,       2.8735e-07,         0.044686,       0.0221,       0.0158,       0.0152,       0.0154,       0.0171,     0.000436
       127, 2376.188,     0.01,       0.00062275,       1.3297e-05,         0.062289,       0.0269,        0.019,       0.0162,       0.0173,       0.0199,      0.00297,       0.00044539,       1.3175e-07,         0.044539,       0.0221,       0.0157,       0.0151,       0.0154,       0.0171,     0.000301
       128, 2394.806,     0.01,       0.00059139,       1.4952e-05,         0.059154,       0.0262,        0.019,       0.0156,       0.0166,       0.0193,      0.00315,       0.00044222,       2.3008e-07,         0.044222,        0.022,       0.0157,       0.0151,       0.0153,        0.017,     0.000394
       129, 2413.406,     0.01,       0.00056399,       2.9008e-05,         0.056428,       0.0256,       0.0183,       0.0154,       0.0162,       0.0189,      0.00438,       0.00043877,       1.8533e-07,         0.043877,       0.0219,       0.0156,        0.015,       0.0153,        0.017,     0.000354
       130, 2431.993,     0.01,       0.00055233,       1.3076e-05,         0.055246,       0.0255,       0.0185,       0.0148,       0.0158,       0.0186,      0.00294,       0.00043435,       4.6637e-08,         0.043435,       0.0218,       0.0155,       0.0149,       0.0152,       0.0169,     0.000184
       131, 2450.605,     0.01,        0.0006174,       1.0018e-05,          0.06175,       0.0264,       0.0193,       0.0159,       0.0176,       0.0198,      0.00257,        0.0004334,       4.9732e-07,          0.04334,       0.0218,       0.0155,       0.0149,       0.0152,       0.0169,     0.000575
       132, 2469.235,     0.01,       0.00056268,       1.1999e-05,          0.05628,        0.026,       0.0184,       0.0149,       0.0159,       0.0188,      0.00282,        0.0004298,       1.7692e-07,          0.04298,       0.0217,       0.0155,       0.0148,       0.0151,       0.0168,     0.000345
       133, 2487.840,     0.01,       0.00058755,       8.0915e-06,         0.058763,       0.0262,       0.0191,       0.0152,       0.0166,       0.0193,      0.00231,       0.00042739,       4.1017e-07,         0.042739,       0.0217,       0.0154,       0.0148,        0.015,       0.0167,     0.000523
       134, 2506.450,     0.01,       0.00053513,       8.9658e-06,         0.053522,       0.0248,       0.0179,        0.015,        0.016,       0.0184,      0.00243,       0.00042547,        1.433e-07,         0.042547,       0.0216,       0.0154,       0.0148,        0.015,       0.0167,     0.000318
       135, 2529.140,     0.01,       0.00056384,       1.1419e-05,         0.056395,       0.0254,       0.0187,       0.0152,       0.0163,       0.0189,      0.00275,       0.00042323,       8.6493e-08,         0.042323,       0.0215,       0.0153,       0.0147,        0.015,       0.0166,     0.000245
       136, 2547.708,     0.01,       0.00058651,       1.1498e-05,         0.058663,       0.0265,       0.0189,       0.0151,       0.0163,       0.0192,      0.00276,       0.00042139,       3.6592e-07,          0.04214,       0.0215,       0.0153,       0.0147,        0.015,       0.0166,     0.000495
       137, 2566.311,     0.01,       0.00057362,       1.0197e-05,         0.057373,       0.0257,       0.0187,       0.0153,       0.0165,       0.0191,      0.00259,       0.00041909,       1.8846e-07,          0.04191,       0.0215,       0.0152,       0.0146,       0.0149,       0.0166,     0.000357
       138, 2584.927,     0.01,       0.00060909,       2.6421e-05,         0.060935,       0.0271,       0.0198,        0.015,       0.0162,       0.0195,      0.00418,       0.00041772,       4.2391e-07,         0.041773,       0.0214,       0.0152,       0.0146,       0.0149,       0.0165,     0.000533
       139, 2603.528,     0.01,        0.0005109,       8.1244e-06,         0.051098,       0.0242,       0.0174,       0.0149,       0.0156,        0.018,      0.00232,       0.00041485,       2.4978e-07,         0.041485,       0.0214,       0.0152,       0.0145,       0.0148,       0.0165,     0.000413
       140, 2622.140,     0.01,       0.00052181,       1.9229e-05,           0.0522,       0.0248,       0.0175,       0.0145,       0.0157,       0.0181,      0.00357,       0.00041241,       2.1354e-07,         0.041241,       0.0213,       0.0151,       0.0145,       0.0148,       0.0164,     0.000382
       141, 2640.724,     0.01,       0.00058988,       6.4357e-06,         0.058994,       0.0272,       0.0193,       0.0144,       0.0155,       0.0191,      0.00206,       0.00040994,        2.528e-07,         0.040994,       0.0213,       0.0151,       0.0144,       0.0147,       0.0164,     0.000413
       142, 2659.372,     0.01,       0.00052096,       1.3242e-05,          0.05211,       0.0244,       0.0176,       0.0147,       0.0161,       0.0182,      0.00295,       0.00040814,       1.0617e-07,         0.040814,       0.0212,        0.015,       0.0144,       0.0147,       0.0163,     0.000274
       143, 2677.946,     0.01,       0.00054262,       1.4519e-05,         0.054277,       0.0253,       0.0181,       0.0149,       0.0157,       0.0185,       0.0031,       0.00040623,       6.6395e-08,         0.040623,       0.0212,        0.015,       0.0144,       0.0147,       0.0163,     0.000217
       144, 2696.549,     0.01,       0.00053518,       1.8812e-05,         0.053537,       0.0254,       0.0182,       0.0145,       0.0152,       0.0183,      0.00353,       0.00040444,       2.8892e-07,         0.040445,       0.0211,       0.0149,       0.0143,       0.0146,       0.0162,     0.000441
       145, 2715.137,     0.01,       0.00055054,       2.8127e-05,         0.055082,       0.0249,       0.0176,       0.0153,        0.017,       0.0187,      0.00431,       0.00040388,        8.938e-08,         0.040388,       0.0211,       0.0149,       0.0144,       0.0146,       0.0162,     0.000254
       146, 2733.726,     0.01,       0.00054263,       1.4143e-05,         0.054278,       0.0256,        0.018,       0.0145,       0.0157,       0.0184,      0.00306,       0.00040132,       1.1699e-07,         0.040132,        0.021,       0.0149,       0.0143,       0.0145,       0.0162,     0.000285
